,text,label
1763,ดูจบคือเป็นหนังไซไฟที่ชอบเรื่องนึงเลย โปรดักชั่นดีมาก ช่วงแรกๆง่วงนิดหลังๆคือสนุกได้ลุ้นตาม คลายปมทีละปม เอาเป็นว่าทำดีมาก เนื้อเรื่องใหม่นะ และด้วยความที่ชอบแนวนี้พอดี ไอเริ้บ เอาเป็นว่าไปดูๆ   ,pos
1418,show time!!มาเวลาเป๊ะ! มากค่ะพี่กงยู มันต้องให้ตรงกับแคปชั่นนึ้ใช่มั๊ยยย 😂   ,neu
216,ดีมากกก เพิ่งได้ดู ,pos
1617,Netflix 4k พร้อมส่ง🥕28 วัน 90 บาท🍉37 วัน 125 บาท-จอส่วนตัว-รับประกันตลอดการใช้งานLine☄️ netflixราคาถูก   ูก          ,neu
2478,พอออกจากคุกก็ไปดวงจันทร์เลยค่ะ😄 สะดุดตาพี่เขาจริงๆ     ,neu
2052, โคตรชอบชอบมากจิกกัดเสียดสีสังคมได้โคตรแสบเป็นหนังสองชั่วโมงที่ไม่มีช่วงไหนเบื่อเลยเป็นหนังส่งท้ายปีที่ดีมากๆอีกเรื่องเลยดูไปก็ถอนหายใจไปเพราะสถานการณ์แม่งคล้ายกับบางประเทศเหลือเกิน netflix  ,pos
3429,หนังเลย,neu
1399,ลุ้นแบบกลั้นหายใจจนเหนื่อย ระแวงทุกคน ระแวงไปหมด เดาทางไม่ออกเพราะไว้ใจใครไม่ได้ทั้งนั้น ชอบความ sci-fi ที่มันล้ำไปในอีกรูปแบบนึง คนเขียนบทสุดยอดเอาเรื่อง ดูๆ หยุดๆ เพราะกลัวมี Jump Scare อ่ะ ฮือออ ส่วนน้องเด่กน่ารักมาก เอ็นดูวที่สุด 🥺🤏🏻🤍,pos
271,[Pre-Order] ตุ๊กตานำโชค อัลปาก้า  🌸ตัวละ 850฿🚗ส่งเริ่มต้นลทบ50/Ems60✅มัดจำ 450 บาท📦สนใจสั่งซื้อ DM มาได้เลยค่ะ    ,neu
1891,พรุ่งนี้  จะมาแล้ววววว 😍,neu
169,ดีมาก 100/10 ไปเลย มันสนุกจนต้องเอามาคุยเจาะลึกกับพี่ตัวเอง55555 รู้สึกเสียดายที่ไม่ได้ดูในหนัง  ,pos
2035,“การที่โลกทั้งใบโดนทำลาย ไม่ควรจะเป็นเรื่องตลก” —Don’t Look Up ภาพยนตร์เรื่องล่าสุดของ อดัม แม็คเคย์ สื่อสารประเด็นนี้โดยหยิบเอาปัญหาซีเรียสๆ อย่างเรื่องสิ่งแวดล้อมโลกมาทำให้กลายเป็นหนังตลก! ชวนอ่านรีวิวจากสายเนิร์ดที่ดูหนังแล้วขำไม่ออก!  ,neu
2972,ส้มป่อยอันดับ4แล้ว ดูกันเยอะๆนะ🥳🥰     ,neu
2254,ชอบ สังคมดัดจริต โคดตีแผ่ความจริง ผู้นำโง่เราจะตายกันหมดของจริง ลีโอนาโด สุดจริง ,pos
2693,บ่อิ่ม,neg
1204, กงยูหร่อมากกกกกก เขินรอยสักที่คอ,pos
775, จบแบบนี้ ทำให้รู้เลย ต้องการสื่อเรื่อง “ขบวนการยุติธรรม” ที่มี ตำรวจ ทนาย อัยการ เหมือนงานรูทีน ทำๆไป ให้มันจบ ปิดคดี กลับบ้าน เลื่อนขั้น วินๆ กันไป แต่เหยื่อคือ จำเลย ที่อาจเป็นใครก็ได้ ที่หลุดเข้าวงจรอุบาทนี้  จบให้คิด ,neu
1920,กุอึดอัด ,neg
943,ยอนซูถามอุงเรื่องnj อุงถามยอนซูเรื่องไปสนิทกับจีอุงได้ไงเหอะๆ เป็นเพื่อนกันเนอะ  ,neu
1771,ก็คือโดนน้องตกมาฮืออออน่ารักมากแม่โตมาต้องเป็นนักแสดงเบอร์ต้นๆแน่เลยสีหน้าแววตาการแสดงน้องคือเริ่ดมากกกกก  ,pos
